t,nll,accuracy
0.0,0.2917189456939697,91.6
0.03333333333333333,0.3027669004201889,91.66
0.06666666666666667,0.32852637310028077,90.66
0.1,0.4068640219688415,88.06
0.13333333333333333,0.48500730619430543,85.66
0.16666666666666666,0.6212631578445434,81.26
0.2,0.8360702262878418,74.94
0.23333333333333334,1.1610708444595337,66.42
0.26666666666666666,1.6353362014770507,54.06
0.3,2.2683886375427247,39.4
0.3333333333333333,3.0903115142822264,25.08
0.36666666666666664,4.008307421875,13.2
0.4,4.896064332580567,5.74
0.43333333333333335,5.521706033325195,2.46
0.4666666666666667,5.847912034606933,1.68
0.5,6.014092167663574,1.54
0.5333333333333333,5.930027032470703,1.76
0.5666666666666667,5.645124322509766,2.3
0.6,5.037342546844482,5.1
0.6333333333333333,4.190384204101562,11.64
0.6666666666666666,3.2874593299865724,23.04
0.7,2.429445686340332,37.48
0.7333333333333333,1.7607545665740967,51.44
0.7666666666666666,1.2464251731872558,63.9
0.8,0.8788684368133545,73.28
0.8333333333333334,0.6445456641197205,81.12
0.8666666666666667,0.4889830298900604,86.24
0.9,0.38465562236309053,89.2
0.9333333333333333,0.32565471806526186,90.96
0.9666666666666667,0.2899194543719292,92.06
1.0,0.26646371722221374,92.7
