t,nll,accuracy
0.0,0.03271890971660614,99.04
0.03333333333333333,0.03537791805267334,99.0
0.06666666666666667,0.03718883872032166,98.98
0.1,0.04745927209854126,98.92
0.13333333333333333,0.06565493850708008,98.0
0.16666666666666666,0.088338121509552,97.04
0.2,0.13352872395515442,95.76
0.23333333333333334,0.19543203077316285,93.6
0.26666666666666666,0.297104025554657,89.98
0.3,0.5066366914749145,83.02
0.3333333333333333,0.8031708221435547,73.9
0.36666666666666664,1.2519191104888916,59.64
0.4,1.8323928344726563,41.52
0.43333333333333335,2.3956649810791015,27.26
0.4666666666666667,2.792074147796631,15.56
0.5,2.965664258956909,12.74
0.5333333333333333,2.892596350479126,13.8
0.5666666666666667,2.431601361083984,24.08
0.6,1.831991979598999,41.86
0.6333333333333333,1.251145276260376,57.78
0.6666666666666666,0.7728017227172852,73.58
0.7,0.48205309867858886,83.28
0.7333333333333333,0.30119503812789916,89.52
0.7666666666666666,0.1860316219329834,93.84
0.8,0.13062849407196045,95.68
0.8333333333333334,0.08304912776947021,97.4
0.8666666666666667,0.061294029927253725,98.36
0.9,0.05265340225696564,98.52
0.9333333333333333,0.038780895471572874,99.1
0.9666666666666667,0.03515292067527771,98.98
1.0,0.030835955238342285,99.26
